,image,caption
431,2637670767.jpg,Baby not wearing any clothing eating a meal on a green tray outside .
432,3159447439.jpg,Two brown dogs run through the grass .
433,2933643390.jpg,football players wearing orange uniforms are tackling a player in a white uniform
434,617782839.jpg,A man shooting a bow and arrow at a target .
435,3335501468.jpg,A bird is flapping its wings on the water .
436,3826376965.jpg,a band id playing to an outside crowd .
437,2711230445.jpg,Girl splashing water on young pool participants .
438,6480373783.jpg,A biker is fixing his tire on a sunny day
439,3725334496.jpg,"A choir , the members dressed in white tops and black pants and holding their music , are singing in front of a building ."
440,2285741931.jpg,A girl with a purple and white helmet is riding on a scooter .
441,661757041.jpg,A small black and brown long-haired dog prepares to catch a red ball in the grass .
442,4665585666.jpg,A man holding his two adorable babies .
443,3726700898.jpg,The man in the bright colored shirt is balancing a knife on his arm .
444,2952320230.jpg,A woman swinging a tennis racket on the court .
445,3241726740.jpg,Two women smoking on the steps of a white building .
446,5151011970.jpg,A man is serving food at a stand that has graffiti on it .
447,4826810171.jpg,Man singing into a microphone with no shirt on is next to a woman playing an accordion .
448,23016221.jpg,The girl in yellow shorts and white jacket has a tennis ball in her left pocket .
449,534056823.jpg,A woman having her picture taken in front of a large carving .
450,4946245832.jpg,A girl in a black and white tank top sits by little white buildings .
451,3664988259.jpg,A man wearing a black shirt and headphones is recording his voice in a white-washed studio .
452,1021293940.jpg,Two men hiking in the snowy wilderness .
453,2634290212.jpg,Women dancing at an outdoor festival .
454,3103264875.jpg,White dog with orange collar walks in the field .
455,289625522.jpg,A man in a green top and gloves trots across a ball field .
456,4825459857.jpg,A chinese man pushes a stack of trays filled with food down a street .
457,4463998783.jpg,A man wearing a black coat sits on a park bench with a dog standing nearby .
458,5080827219.jpg,A young boy in a blue bathing suit is jumping into an indoor pool .
459,189740668.jpg,A boy does a cartwheel on a rock cliff .
460,3173025050.jpg,"A man , in a dimly lit room , is playing an online video game ."
461,6411568125.jpg,Street view of an Asian food cart at night with a customer waiting for his dinner .
462,184256548.jpg,A man makes a call on a cellphone .
463,5468460528.jpg,Teen girl using landscape binoculars to look for waterfowl .
464,3225025519.jpg,A man speaks into a microphone being held by another man .
465,2415265825.jpg,A wet black dog walks on the sand with a rock wall behind .
466,2299427360.jpg,A dog runs through green grass with a tennis ball in its mouth .
467,4553840733.jpg,A woman in traditional Asian garb stands on a sidewalk .
468,3208747984.jpg,"A passionate , beautiful , young couple ready to dance ."
469,3610830444.jpg,A group of people in white and red school uniforms walk down the street .
470,101093029.jpg,A crowd admiring modern art ?
471,2471184383.jpg,An elderly woman is making tea in her kitchen .
472,2709683703.jpg,Man squirts water gun in dogs mouth
473,4759106036.jpg,"Many pigeons are crowded around the feet of a woman in a blue tank-top and ripped , blue jeans ."
474,2705922148.jpg,A man holding a crow bar and wearing a masks looks up .
475,3148098037.jpg,A female athlete is serving a volleyball inside a gymnasium .
476,3583321426.jpg,A woman in an orange scarf pulls a pack of cigarettes from a carton .
477,2327240505.jpg,A young boy is draping a toy over a young girl on a skateboard .
478,3119988763.jpg,A scientist looking at a instrument in a laboratory .
479,49402821.jpg,A little girl is kicking a soccer ball .
480,4853383129.jpg,"Two young blond women wearing summer dresses talk to a young blond man wearing a dress navy uniform , in front of a battleship ."
481,572618443.jpg,A shirtless male looks to his right while water flows over him .
482,2260560631.jpg,A dirty dogs runs through the woods .
483,2452605610.jpg,A nice still shot where a guy is jumping in the air .
484,4909768168.jpg,A large number of elderly people are sitting on benches outdoors .
485,5191902508.jpg,A person kayaking down a river in white water rapids .
486,4431086360.jpg,A young woman holding a umbrella stops on a snow covered road and stares at the camera .
487,3249597269.jpg,A brown squirrel jumps into the air in a snowy area .
488,3826491809.jpg,A person with a green hat laying down on the ground .
489,3611039179.jpg,A young boy in a blue transformer shirt walking in shallow water with a pleased look on his face .
490,3525332706.jpg,Two older men are talking .
491,3355931898.jpg,Two country men working on a model train .
492,4788006130.jpg,A young boy jumps into the water .
493,3412249548.jpg,A smiling man with a headphones and a gray mustache
494,5225675783.jpg,A young boy uses a flashlight to inspect something in a sidewalk grate .
495,3434452829.jpg,Two children walk on a tiled floor .
496,4733892212.jpg,A group of players stand spread across an outdoor athletic field .
497,2680619645.jpg,The black and brown dog is standing with its legs apart on the beach .
498,1501811302.jpg,A black and white dog runs around a farm animal inside a fenced yard .
499,6696219.jpg,A group of hikers are clustered together on gray rocky terrain bordering the bluish-white ice of a glacier .
500,4672474238.jpg,A crowd of people marching .
501,7863653456.jpg,A man with his shoes off is sitting on a rug .
502,274604264.jpg,A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background .
503,4950409945.jpg,There are people near a van filming .
504,350426761.jpg,Two men playing instruments in a park .
505,4460718932.jpg,A man in a city is crossing the street pushing a cart .
506,5897874398.jpg,Many child cheerleaders in pink and white outfits put on a show .
507,1629549272.jpg,Protesters gather together in France .
508,2679015215.jpg,Two men are looking toward the ground while one is wearing gloves and holding a tool .
509,7214830708.jpg,A group of bikers are closely packed together during a race on city streets .
510,4613916679.jpg,A large group of individuals are gathered around a bright light at night .
511,310779961.jpg,A small boy is crying in a park while a small girl looks on .
512,4661825102.jpg,"Three men sit , and one man stands , on the back of a vehicle ."
513,2473018628.jpg,Three people doing some sort of yard work that involves a tarp .
514,2818419321.jpg,Young boy in orange shirt walking on rocks .
515,8163697265.jpg,A man in red swim trunks dives into the water off of a rocky ledge .
516,2349386416.jpg,A DJ in a baseball cap standing over two Game Boys and other audio equipment .
517,424617460.jpg,A man in a turban displays fruit on two carts on a dusty path .
518,2998185688.jpg,Men riding horses carrying flags in a jousting tournament .
519,2448741990.jpg,An ATV rider clothed in red and black protective gear and wearing a helmet driving on a track with many onlookers .
520,731443193.jpg,A man in a red shirt riding a horse in what seems to be a rodeo .
521,3453313865.jpg,A man with no shirt speed skateboards downhill .
522,2345980168.jpg,10 people in a pool who are participating in synchronized swimming .
523,5180313655.jpg,Three Chinese men trying to repair a child 's green bicycle .
524,144571886.jpg,Woman giving a presentation about a Chevrolet car .
525,4717903900.jpg,A man and a woman in costumes are walking together .
526,4334569240.jpg,A child asleep at a kitchen table .
527,5519359130.jpg,A blond child sliding down a metal red slide into a yard .
528,6563243819.jpg,A large group of choir members wearing red plaid are standing in a church before a seated group of people watching .
529,5310484815.jpg,Two small kids play with colorful toy trucks on the floor .
530,2259203920.jpg,Little white dog wearing a leash jumping after a red ball .
531,4569407041.jpg,A group of people are walking through the streets .
532,3716462559.jpg,An Asian looking man smiles as he is getting ready to hit a billiard ball .
533,4743644732.jpg,"A young man making "" peace signs "" poses in front of armed policemen ."
534,1389651420.jpg,A little boy is standing in line for go-karts .
535,314454989.jpg,A musician is on stage and playing a six-string bass guitar .
536,3067971348.jpg,The city at night .
537,2324374253.jpg,A young brunette girl in a robe with a plate of treats is next to a young brunette boy in a red shirt with silverware and a red cup .
538,6282165546.jpg,There are people on rollerskates with one player charging and another player blocking .
539,305615920.jpg,a man drags a boat from underneath the trees to the shore .
540,6184114561.jpg,A group of teenagers playing jump rope on a grassy turf .
541,4750675492.jpg,People wearing swimming suits playing in the water .
542,4743541029.jpg,a man who just took off his wig after dressing up like a woman .
543,4148509333.jpg,An older man with dreadlocks has white and red paint covering his forehead .
544,3487708665.jpg,Three Indian women and one man stand are working together .
545,4525077213.jpg,A man in a business suit sitting at a bus stop waiting for a bus .
546,2045445292.jpg,Two big men saw a large log .
547,2649056692.jpg,A baby boy is sitting on a beige chair next to a stuffed SpongeBob SquarePants .
548,4913813677.jpg,A kid on skating ramp practicing cool moves .
549,237958272.jpg,Old man reading a newspaper with a almost nude woman on cover .
